#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         403    -3.98816    -3.88549  0.00436391
         404    -3.74288    -3.88514  0.00436736
         405    -4.07099    -3.88559  0.00438062
         406    -3.79941    -3.88538  0.00437497
         407    -4.00394    -3.88567  0.00437391
         408     -3.9649    -3.88587   0.0043675
         409    -3.86362    -3.88581  0.00435716
         410    -3.85632    -3.88574  0.00434712
         411    -3.99545    -3.88601  0.00434473
         412    -3.78826    -3.88577  0.00434066
         413    -3.86335    -3.88572  0.00433049
         414    -3.80858    -3.88553  0.00432404
         415    -3.89305    -3.88555  0.00431366
         416    -3.90236    -3.88559  0.00430348
         417    -3.91242    -3.88565  0.00429364
         418     -3.6661    -3.88513  0.00431537
         419    -3.90231    -3.88517  0.00430527
         420    -3.71073    -3.88475    0.004315
         421    -3.94057    -3.88489  0.00430679
         422    -3.92165    -3.88497  0.00429747
         423    -3.83971    -3.88487  0.00428864
         424    -3.90034     -3.8849  0.00427868
         425    -3.92285    -3.88499  0.00426954
         426    -3.85869    -3.88493  0.00425997
         427    -3.87536    -3.88491  0.00425005
         428    -3.90914    -3.88496   0.0042405
         429    -3.86144    -3.88491  0.00423097
         430     -3.9408    -3.88504  0.00422312
         431    -4.06962    -3.88547  0.00423498
         432    -3.89827     -3.8855  0.00422528
         433    -3.81228    -3.88533  0.00421891
         434    -3.92878    -3.88543  0.00421038
         435    -3.84732    -3.88534  0.00420161
         436    -3.78491    -3.88511  0.00419828
         437    -3.85713    -3.88505  0.00418916
         438    -3.85045    -3.88497  0.00418034
         439    -3.85697     -3.8849  0.00417131
         440    -3.93206    -3.88501   0.0041632
         441    -3.73229    -3.88466  0.00416814
         442    -3.99926    -3.88492  0.00416677
         443    -3.82298    -3.88478  0.00415971
         444    -3.91053    -3.88484  0.00415074
         445    -3.81821    -3.88469  0.00414411
         446    -3.89384    -3.88471  0.00413487
         447    -3.85349    -3.88464  0.00412621
         448    -3.94899    -3.88479   0.0041195
         449    -3.75521     -3.8845  0.00412042
         450    -3.88564     -3.8845  0.00411127
         451    -3.75753    -3.88422  0.00411178
         452     -3.8937    -3.88424  0.00410274
         453     -3.9594    -3.88441  0.00409703
         454    -4.01283    -3.88469  0.00409776
         455     -3.8197    -3.88455  0.00409124
         456    -3.90446    -3.88459  0.00408251
         457     -3.8561    -3.88453  0.00407405
         458    -3.81899    -3.88438  0.00406766
         459     -3.8737    -3.88436  0.00405887
         460    -4.02214    -3.88466  0.00406108
         461    -3.97173    -3.88485  0.00405666
         462    -3.89181    -3.88486  0.00404791
         463    -3.83668    -3.88476  0.00404051
         464    -3.94725    -3.88489  0.00403404
         465    -3.85416    -3.88483  0.00402591
         466    -3.95687    -3.88498  0.00402024
         467    -3.80084     -3.8848  0.00401566
         468    -4.00765    -3.88507  0.00401565
         469    -3.94071    -3.88518  0.00400884
         470    -3.93948     -3.8853  0.00400198
         471    -3.97627    -3.88549  0.00399814
         472    -3.98577    -3.88571  0.00399531
         473    -3.81495    -3.88556  0.00398966
         474    -3.87957    -3.88554  0.00398126
         475    -3.82206    -3.88541  0.00397513
         476    -3.92053    -3.88548  0.00396746
         477    -3.85177    -3.88541  0.00395977
         478    -3.92487     -3.8855  0.00395235
         479    -3.99747    -3.88573    0.003951
         480    -3.97094    -3.88591  0.00394676
         481    -3.73625     -3.8856   0.0039508
         482    -3.88032    -3.88558  0.00394262
         483    -3.91989    -3.88566  0.00393509
         484    -3.82152    -3.88552  0.00392919
         485    -3.83219    -3.88541  0.00392263
         486    -3.99073    -3.88563  0.00392054
         487    -3.85821    -3.88557  0.00391289
         488    -3.65202    -3.88509  0.00393404
         489    -3.92619    -3.88518  0.00392689
         490    -4.07926    -3.88557   0.0039388
         491    -3.84164    -3.88549  0.00393179
         492    -3.76104    -3.88523  0.00393193
         493    -3.95856    -3.88538  0.00392677
         494    -4.02686    -3.88567  0.00392925
         495    -3.94313    -3.88578  0.00392302
         496    -3.77776    -3.88557  0.00392115
         497    -3.67364    -3.88514  0.00393638
         498    -3.87275    -3.88511  0.00392856
         499    -3.84349    -3.88503  0.00392157
         500     -3.8822    -3.88503  0.00391373
