#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         304      9.6574     9.65066  0.00217608
         305     9.63016     9.65059  0.00216998
         306     9.64541     9.65057  0.00216295
         307     9.63516     9.65052  0.00215649
         308     9.68674     9.65064  0.00215269
         309     9.61554     9.65052  0.00214872
         310     9.70575      9.6507  0.00214916
         311      9.6771     9.65079  0.00214393
         312     9.67006     9.65085  0.00213794
         313     9.67242     9.65092  0.00213222
         314     9.63413     9.65087   0.0021261
         315     9.66739     9.65092     0.00212
         316     9.67608       9.651  0.00211479
         317     9.64865     9.65099  0.00210813
         318     9.68238     9.65109  0.00210381
         319     9.64286     9.65106  0.00209737
         320     9.62854     9.65099    0.002092
         321     9.66503     9.65104  0.00208594
         322     9.61779     9.65093  0.00208202
         323     9.67918     9.65102  0.00207741
         324     9.61644     9.65091  0.00207373
         325     9.70261     9.65107  0.00207345
         326     9.61224     9.65095   0.0020705
         327     9.66653       9.651  0.00206472
         328     9.66245     9.65104  0.00205872
         329     9.61908     9.65094  0.00205475
         330     9.64811     9.65093  0.00204854
         331     9.63165     9.65087  0.00204318
         332     9.63511     9.65082  0.00203758
         333     9.61819     9.65073  0.00203382
         334     9.62781     9.65066  0.00202889
         335     9.68233     9.65075  0.00202503
         336     9.69399     9.65088  0.00202309
         337     9.68424     9.65098  0.00201951
         338     9.62884     9.65091  0.00201459
         339     9.67588     9.65099  0.00200999
         340     9.60144     9.65084  0.00200936
         341     9.69727     9.65098  0.00200807
         342     9.69403      9.6511  0.00200614
         343     9.59446     9.65094  0.00200708
         344     9.70156     9.65109  0.00200663
         345      9.6104     9.65097  0.00200428
         346     9.69589      9.6511  0.00200269
         347     9.61068     9.65098   0.0020003
         348     9.67012     9.65104  0.00199531
         349     9.68639     9.65114  0.00199216
         350     9.62498     9.65106  0.00198787
         351     9.65816     9.65108  0.00198231
         352     9.62576     9.65101  0.00197798
         353      9.6242     9.65094  0.00197384
         354     9.62326     9.65086  0.00196981
         355     9.68129     9.65094  0.00196613
         356     9.66468     9.65098  0.00196098
         357     9.61957     9.65089  0.00195746
         358     9.67221     9.65095   0.0019529
         359     9.65023     9.65095  0.00194746
         360     9.62184     9.65087  0.00194373
         361     9.71613     9.65105  0.00194673
         362     9.66904      9.6511  0.00194199
         363     9.67212     9.65116   0.0019375
         364     9.62569     9.65109  0.00193344
         365     9.67764     9.65116  0.00192951
         366     9.61651     9.65107  0.00192656
         367     9.65615     9.65108  0.00192136
         368     9.66598     9.65112  0.00191657
         369     9.64646     9.65111  0.00191142
         370     9.60508     9.65098  0.00191029
         371     9.68499     9.65108  0.00190734
         372     9.62781     9.65101  0.00190324
         373     9.73644     9.65124  0.00191187
         374     9.58152     9.65106  0.00191582
         375     9.65395     9.65106  0.00191073
         376     9.68383     9.65115  0.00190764
         377     9.65351     9.65116  0.00190259
         378     9.61884     9.65107  0.00189947
         379     9.60429     9.65095  0.00189847
         380     9.68832     9.65105  0.00189602
         381     9.62844     9.65099  0.00189197
         382     9.63256     9.65094  0.00188763
         383     9.60368     9.65082  0.00188673
         384     9.66931     9.65086  0.00188243
         385     9.61119     9.65076  0.00188036
         386      9.6403     9.65073  0.00187569
         387      9.6638     9.65077  0.00187114
         388     9.58427      9.6506  0.00187415
         389      9.7078     9.65074  0.00187509
         390     9.62279     9.65067  0.00187166
         391     9.66408     9.65071  0.00186718
         392     9.57263     9.65051  0.00187301
         393     9.72227     9.65069  0.00187713
         394      9.6198     9.65061    0.001874
         395     9.60625      9.6505  0.00187262
         396     9.62975     9.65045  0.00186862
         397     9.64855     9.65044  0.00186392
         398     9.64356     9.65042  0.00185932
         399     9.63944      9.6504  0.00185486
         400     9.71533     9.65056  0.00185731
         401     9.70788      9.6507  0.00185817
         402      9.6063     9.65059  0.00185683
         403     9.64817     9.65059  0.00185223
         404     9.67968     9.65066  0.00184905
         405     9.65584     9.65067  0.00184453
         406     9.62548     9.65061  0.00184103
         407     9.67504     9.65067  0.00183748
         408     9.73637     9.65088  0.00184495
         409     9.68148     9.65095  0.00184195
         410     9.62961      9.6509  0.00183819
         411     9.67243     9.65095  0.00183447
         412     9.62044     9.65088  0.00183151
         413     9.63998     9.65085  0.00182727
         414     9.75801     9.65111  0.00184109
         415     9.61283     9.65102  0.00183897
         416     9.67693     9.65108   0.0018356
         417     9.67604     9.65114  0.00183217
         418     9.63493      9.6511   0.0018282
         419     9.67283     9.65115  0.00182457
         420     9.59324     9.65102  0.00182543
         421     9.67274     9.65107  0.00182182
         422     9.66171     9.65109  0.00181768
         423      9.6328     9.65105   0.0018139
         424     9.68851     9.65114  0.00181177
         425     9.62011     9.65107  0.00180898
         426     9.69206     9.65116  0.00180729
         427     9.65818     9.65118  0.00180313
         428     9.62291     9.65111  0.00180013
         429     9.63833     9.65108  0.00179618
         430     9.63781     9.65105  0.00179227
         431     9.65808     9.65107  0.00178818
         432     9.64014     9.65104  0.00178422
         433     9.62628     9.65099  0.00178102
         434     9.68986     9.65108  0.00177917
         435     9.62955     9.65103  0.00177576
         436     9.63823       9.651  0.00177193
         437     9.66885     9.65104  0.00176835
         438     9.65748     9.65105  0.00176437
         439     9.67363      9.6511   0.0017611
         440     9.66693     9.65114  0.00175747
         441     9.69229     9.65123  0.00175596
         442     9.65805     9.65125  0.00175205
         443     9.64728     9.65124  0.00174812
         444     9.69968     9.65135  0.00174759
         445     9.63824     9.65132  0.00174391
         446     9.66584     9.65135   0.0017403
         447     9.65601     9.65136  0.00173644
         448     9.69022     9.65145  0.00173473
         449     9.63238     9.65141  0.00173138
         450     9.65934     9.65142  0.00172763
         451     9.63236     9.65138  0.00172431
         452     9.67646     9.65144  0.00172139
         453     9.57574     9.65127  0.00172568
         454     9.68202     9.65134  0.00172321
         455     9.66509     9.65137  0.00171969
         456      9.6388     9.65134  0.00171614
         457     9.61907     9.65127  0.00171383
         458     9.64285     9.65125  0.00171019
         459     9.64781     9.65124  0.00170648
         460      9.6866     9.65132   0.0017045
         461     9.65425     9.65133  0.00170082
         462     9.66497     9.65136  0.00169739
         463     9.55157     9.65114  0.00170735
         464      9.6893     9.65122  0.00170565
         465     9.60363     9.65112  0.00170505
         466     9.66787     9.65116  0.00170177
         467      9.6029     9.65105  0.00170126
         468      9.6689     9.65109  0.00169805
         469     9.60635       9.651  0.00169711
         470     9.66617     9.65103  0.00169381
         471     9.63532       9.651  0.00169054
         472     9.65835     9.65101  0.00168703
         473     9.61442     9.65093  0.00168524
         474     9.65771     9.65095  0.00168174
         475     9.63949     9.65092  0.00167837
         476     9.57699     9.65077  0.00168202
         477     9.71464      9.6509  0.00168381
         478     9.66756     9.65094  0.00168065
         479     9.59687     9.65082  0.00168093
         480     9.66328     9.65085  0.00167763
         481     9.69783     9.65095  0.00167698
         482     9.62358     9.65089  0.00167446
         483     9.72381     9.65104  0.00167779
         484     9.67273     9.65109  0.00167492
         485     9.57371     9.65093  0.00167905
         486     9.61005     9.65084   0.0016777
         487     9.69635     9.65094  0.00167685
         488     9.65773     9.65095  0.00167347
         489      9.6594     9.65097  0.00167014
         490     9.67782     9.65102  0.00166763
         491     9.64394     9.65101   0.0016643
         492     9.69412      9.6511  0.00166322
         493     9.69238     9.65118  0.00166195
         494      9.6331     9.65114  0.00165899
         495     9.62847      9.6511  0.00165627
         496     9.66243     9.65112  0.00165309
         497     9.63668     9.65109  0.00165002
         498     9.62797     9.65104  0.00164736
         499     9.63223     9.65101  0.00164449
         500     9.65367     9.65101  0.00164121
