#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         464    0.798102    0.804662 0.000217182
         465    0.807972    0.804669 0.000216832
         466    0.800692     0.80466 0.000216534
         467    0.811935    0.804676  0.00021663
         468    0.802332    0.804671 0.000216225
         469    0.809831    0.804682 0.000216044
         470    0.800487    0.804673 0.000215768
         471    0.805696    0.804675 0.000215321
         472    0.802214     0.80467 0.000214928
         473    0.804757     0.80467 0.000214474
         474    0.801208    0.804663 0.000214146
         475    0.805429    0.804664 0.000213701
         476    0.814142    0.804684 0.000214177
         477    0.793542    0.804661 0.000214998
         478    0.803373    0.804658 0.000214565
         479    0.813254    0.804676 0.000214867
         480     0.80527    0.804677 0.000214423
         481    0.802807    0.804674 0.000214012
         482    0.811297    0.804687 0.000214009
         483    0.794826    0.804667 0.000214537
         484    0.798934    0.804655 0.000214421
         485    0.814755    0.804676 0.000214988
         486     0.81067    0.804688 0.000214899
         487    0.801768    0.804682 0.000214541
         488    0.806238    0.804685 0.000214125
         489     0.80449    0.804685 0.000213688
         490    0.806371    0.804688 0.000213279
         491    0.805353     0.80469 0.000212849
         492    0.798944    0.804678 0.000212737
         493    0.798059    0.804665 0.000212729
         494      0.8049    0.804665 0.000212299
         495    0.803939    0.804664 0.000211875
         496    0.800172    0.804655 0.000211641
         497    0.804297    0.804654 0.000211216
         498    0.809314    0.804663 0.000210999
         499    0.806815    0.804668 0.000210621
         500    0.803766    0.804666 0.000210207
