#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         298    -9.20476    -9.28694  0.00532919
         299    -9.30607      -9.287  0.00531175
         300    -9.38537    -9.28733  0.00530415
         301    -9.41432    -9.28775  0.00530328
         302    -9.22317    -9.28754  0.00529003
         303     -9.4056    -9.28793  0.00528691
         304    -9.26684    -9.28786  0.00526997
         305    -9.34052    -9.28803  0.00525552
         306    -9.39335    -9.28838   0.0052496
         307    -9.32828    -9.28851  0.00523411
         308    -9.21456    -9.28827  0.00522262
         309    -9.27108    -9.28821  0.00520601
         310     -9.3163     -9.2883  0.00519001
         311    -9.27089    -9.28825  0.00517362
         312    -9.48372    -9.28887  0.00519484
         313    -9.34188    -9.28904    0.005181
         314    -9.09504    -9.28842  0.00520121
         315    -9.15191    -9.28799  0.00520272
         316    -9.30285    -9.28804  0.00518647
         317    -9.21625    -9.28781  0.00517505
         318    -9.20957    -9.28756  0.00516462
         319     -9.3462    -9.28775   0.0051517
         320    -9.24602    -9.28762  0.00513725
         321    -9.23301    -9.28745  0.00512406
         322    -9.25323    -9.28734  0.00510925
         323    -9.42937    -9.28778  0.00511232
         324    -9.43991    -9.28825  0.00511806
         325    -9.39231    -9.28857  0.00511232
         326    -9.38926    -9.28888  0.00510596
         327    -9.33569    -9.28902  0.00509235
         328    -9.31923    -9.28912  0.00507765
         329    -9.20758    -9.28887  0.00506827
         330    -9.20352    -9.28861   0.0050595
         331    -9.26987    -9.28855  0.00504453
         332    -9.40354     -9.2889  0.00504121
         333    -9.48288    -9.28948  0.00505962
         334    -9.27558    -9.28944  0.00504464
         335    -9.36743    -9.28967  0.00503495
         336    -9.30938    -9.28973  0.00502031
         337     -9.3726    -9.28998  0.00501143
         338      -9.384    -9.29025  0.00500432
         339    -9.34078     -9.2904  0.00499178
         340    -9.31075    -9.29046  0.00497745
         341    -9.19115    -9.29017  0.00497137
         342    -9.14844    -9.28976  0.00497408
         343     -9.3667    -9.28998  0.00496463
         344    -9.27838    -9.28995  0.00495031
         345    -9.37875    -9.29021  0.00494265
         346    -9.42756     -9.2906  0.00494428
         347    -9.16322    -9.29024  0.00494364
         348    -9.30144    -9.29027  0.00492954
         349    -9.31362    -9.29034  0.00491587
         350    -9.53098    -9.29102  0.00494968
         351    -9.31755     -9.2911  0.00493615
         352    -9.28949    -9.29109  0.00492213
         353    -9.25947      -9.291    0.004909
         354    -9.37185    -9.29123  0.00490044
         355    -9.20112    -9.29098  0.00489321
         356     -9.2796    -9.29095  0.00487957
         357    -9.24211    -9.29081  0.00486782
         358    -9.33127    -9.29092  0.00485553
         359    -9.28047    -9.29089  0.00484209
         360    -9.15434    -9.29051  0.00484348
         361    -9.28298    -9.29049  0.00483011
         362    -9.20282    -9.29025  0.00482283
         363    -9.22542    -9.29007  0.00481285
         364    -9.28612    -9.29006  0.00479964
         365    -9.23214     -9.2899  0.00478911
         366    -9.17817     -9.2896  0.00478575
         367    -9.40751    -9.28992  0.00478348
         368    -9.24371    -9.28979  0.00477213
         369    -9.28754    -9.28979   0.0047592
         370    -9.08018    -9.28922  0.00477994
         371    -9.30944    -9.28928  0.00476737
         372    -9.26226     -9.2892   0.0047551
         373    -9.18559    -9.28893  0.00475046
         374    -9.27909     -9.2889  0.00473783
         375    -9.46826    -9.28938  0.00474928
         376    -9.29474    -9.28939  0.00473667
         377    -9.40304    -9.28969  0.00473369
         378    -9.40017    -9.28999  0.00473018
         379    -9.26356    -9.28992  0.00471821
         380    -9.30463    -9.28995  0.00470596
         381    -9.31822    -9.29003  0.00469419
         382    -9.30217    -9.29006  0.00468201
         383    -9.51786    -9.29065  0.00470741
         384    -9.15186    -9.29029  0.00470901
         385     -9.2732    -9.29025  0.00469699
         386    -9.26591    -9.29019  0.00468524
         387    -9.41269     -9.2905  0.00468381
         388    -9.32947     -9.2906  0.00467282
         389    -9.36018    -9.29078  0.00466423
         390    -9.40208    -9.29107  0.00466099
         391    -9.20729    -9.29085  0.00465399
         392    -9.41092    -9.29116  0.00465219
         393    -9.31128    -9.29121  0.00464063
         394    -9.41428    -9.29152  0.00463936
         395    -9.28332     -9.2915  0.00462766
         396    -9.39146    -9.29175  0.00462285
         397    -9.24311    -9.29163  0.00461283
         398    -9.35011    -9.29178  0.00460358
         399    -9.15115    -9.29143  0.00460551
         400    -9.36816    -9.29162  0.00459799
         401    -9.28415     -9.2916  0.00458657
         402    -9.25135     -9.2915  0.00457625
         403    -9.27054    -9.29145  0.00456519
         404    -9.27917    -9.29142  0.00455399
         405    -9.23796    -9.29129  0.00454466
         406    -9.28976    -9.29128  0.00453347
         407    -9.25609    -9.29119  0.00452315
         408    -9.32243    -9.29127  0.00451271
         409    -9.25908    -9.29119  0.00450237
         410    -9.43729    -9.29155  0.00450546
         411     -9.4346     -9.2919  0.00450793
         412    -9.29517    -9.29191  0.00449699
         413    -9.14963    -9.29156  0.00449928
         414    -9.42552    -9.29188  0.00450003
         415    -9.44346    -9.29225  0.00450399
         416    -9.33167    -9.29234  0.00449416
         417    -9.37583    -9.29254  0.00448784
         418    -9.31251    -9.29259  0.00447735
         419    -9.28921    -9.29258  0.00446667
         420    -9.35266    -9.29273  0.00445833
         421    -9.21049    -9.29253  0.00445202
         422    -9.23805     -9.2924  0.00444334
         423     -9.4158    -9.29269   0.0044424
         424    -9.21661    -9.29251  0.00443555
         425    -9.12974    -9.29213  0.00444161
         426     -9.2515    -9.29204  0.00443221
         427     -9.2601    -9.29196  0.00442246
         428    -9.29895    -9.29198  0.00441216
         429    -9.22247    -9.29182  0.00440485
         430    -9.27622    -9.29178  0.00439476
         431    -9.11609    -9.29137  0.00440342
         432    -9.25609    -9.29129  0.00439399
         433    -9.24776    -9.29119  0.00438499
         434    -9.19191    -9.29096  0.00438085
         435    -9.34297    -9.29108  0.00437241
         436    -9.40983    -9.29135  0.00437086
         437    -9.18701    -9.29111  0.00436737
         438    -9.50717    -9.29161  0.00438517
         439     -9.5302    -9.29215  0.00440873
         440    -9.32995    -9.29224  0.00439955
         441    -9.27852    -9.29221  0.00438968
         442    -9.34003    -9.29231  0.00438108
         443    -9.30336    -9.29234  0.00437126
         444    -9.33932    -9.29244   0.0043627
         445    -9.28483    -9.29243  0.00435293
         446      -9.318    -9.29249  0.00434355
         447    -9.32564    -9.29256  0.00433446
         448    -9.33621    -9.29266  0.00432588
         449    -9.28588    -9.29264  0.00431628
         450     -9.3449    -9.29276  0.00430825
         451    -9.44955    -9.29311   0.0043127
         452    -9.31535    -9.29315  0.00430344
         453    -9.44309    -9.29349  0.00430665
         454    -9.35757    -9.29363  0.00429947
         455    -9.51683    -9.29412  0.00431792
         456    -9.28693     -9.2941  0.00430848
         457    -9.25784    -9.29402  0.00429978
         458    -9.38909    -9.29423   0.0042954
         459    -9.36272    -9.29438  0.00428863
         460    -9.24724    -9.29428  0.00428053
         461    -9.30529     -9.2943  0.00427132
         462    -9.44902    -9.29464  0.00427518
         463    -9.31854    -9.29469  0.00426626
         464    -9.27776    -9.29465  0.00425722
         465    -9.30593    -9.29467  0.00424813
         466    -9.27053    -9.29462  0.00423933
         467    -9.22608    -9.29448  0.00423279
         468    -9.15862    -9.29419  0.00423369
         469    -9.31996    -9.29424  0.00422502
         470    -9.23988    -9.29413  0.00421761
         471    -9.26059    -9.29405  0.00420926
         472    -9.32812    -9.29413  0.00420096
         473    -9.35469    -9.29425  0.00419403
         474    -9.28329    -9.29423  0.00418525
         475    -9.41617    -9.29449   0.0041843
         476    -9.40471    -9.29472  0.00418191
         477    -9.32296    -9.29478  0.00417356
         478    -9.42971    -9.29506  0.00417437
         479    -9.26151    -9.29499  0.00416624
         480    -9.36122    -9.29513  0.00415985
         481    -9.13195    -9.29479  0.00416501
         482    -9.31667    -9.29483  0.00415661
