#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         462   0.0196532   0.0197556 1.69745e-05
         463   0.0196928   0.0197554 1.69383e-05
         464   0.0198786   0.0197557 1.69039e-05
         465   0.0200409   0.0197563 1.68787e-05
         466   0.0192465   0.0197552 1.68779e-05
         467   0.0195861   0.0197549 1.68456e-05
         468   0.0197619   0.0197549 1.68096e-05
         469    0.019173   0.0197536 1.68195e-05
         470   0.0199043    0.019754 1.67868e-05
         471   0.0196328   0.0197537 1.67531e-05
         472   0.0195338   0.0197532 1.67241e-05
         473   0.0204185   0.0197546 1.67478e-05
         474   0.0198522   0.0197548 1.67137e-05
         475   0.0200105   0.0197554 1.66872e-05
         476   0.0191213   0.0197541 1.67052e-05
         477   0.0193543   0.0197532 1.66912e-05
         478   0.0196887   0.0197531 1.66568e-05
         479   0.0197632   0.0197531 1.66221e-05
         480   0.0195759   0.0197527 1.65915e-05
         481   0.0198453   0.0197529 1.65582e-05
         482   0.0192874    0.019752 1.65519e-05
         483   0.0200916   0.0197527 1.65326e-05
         484    0.020133   0.0197534 1.65171e-05
         485    0.018939   0.0197518 1.65682e-05
         486   0.0193093   0.0197509 1.65591e-05
         487   0.0197127   0.0197508 1.65253e-05
         488    0.020107   0.0197515 1.65075e-05
         489   0.0201546   0.0197523 1.64944e-05
         490   0.0198939   0.0197526 1.64632e-05
         491   0.0195426   0.0197522 1.64352e-05
         492   0.0196676    0.019752 1.64027e-05
         493    0.020571   0.0197537 1.64534e-05
         494   0.0201711   0.0197545 1.64418e-05
         495   0.0200342   0.0197551 1.64182e-05
         496   0.0195478   0.0197547 1.63905e-05
         497   0.0192398   0.0197536 1.63902e-05
         498    0.019971   0.0197541 1.63631e-05
         499   0.0195858   0.0197537 1.63338e-05
         500   0.0206748   0.0197556 1.64047e-05
