#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         263         0.8         0.8 5.66414e-09
         264         0.8         0.8  5.6534e-09
         265         0.8         0.8 5.64273e-09
         266         0.8         0.8 5.63211e-09
         267         0.8         0.8 5.62155e-09
         268         0.8         0.8 5.61105e-09
         269         0.8         0.8 5.60062e-09
         270         0.8         0.8 5.59023e-09
         271         0.8         0.8 5.57991e-09
         272         0.8         0.8 5.56964e-09
         273         0.8         0.8 5.55943e-09
         274         0.8         0.8 5.54928e-09
         275         0.8         0.8 5.53918e-09
         276         0.8         0.8 5.52914e-09
         277         0.8         0.8 5.51915e-09
         278         0.8         0.8 5.61689e-09
         279         0.8         0.8 5.60682e-09
         280         0.8         0.8  5.5968e-09
         281         0.8         0.8 5.58683e-09
         282         0.8         0.8 5.57692e-09
         283         0.8         0.8 5.56705e-09
         284         0.8         0.8 5.55724e-09
         285         0.8         0.8 5.54749e-09
         286         0.8         0.8 5.53778e-09
         287         0.8         0.8 5.52812e-09
         288         0.8         0.8 5.51852e-09
         289         0.8         0.8 5.50896e-09
         290         0.8         0.8 5.49946e-09
         291         0.8         0.8    5.49e-09
         292         0.8         0.8 5.48059e-09
         293         0.8         0.8 5.47123e-09
         294         0.8         0.8 5.46192e-09
         295         0.8         0.8 5.52124e-09
         296         0.8         0.8 5.51191e-09
         297         0.8         0.8 5.50262e-09
         298         0.8         0.8 5.49338e-09
         299         0.8         0.8 5.48418e-09
         300         0.8         0.8 5.47504e-09
         301         0.8         0.8 5.46593e-09
         302         0.8         0.8 5.45688e-09
         303         0.8         0.8 5.44786e-09
         304         0.8         0.8  5.4389e-09
         305         0.8         0.8 5.42997e-09
         306         0.8         0.8 5.42109e-09
         307         0.8         0.8 5.41226e-09
         308         0.8         0.8 5.40346e-09
         309         0.8         0.8 5.39471e-09
         310         0.8         0.8 5.38601e-09
         311         0.8         0.8 5.37734e-09
         312         0.8         0.8 5.36871e-09
         313         0.8         0.8 5.36013e-09
         314         0.8         0.8 5.44979e-09
         315         0.8         0.8 5.44113e-09
         316         0.8         0.8 5.43252e-09
         317         0.8         0.8 5.42394e-09
         318         0.8         0.8 5.41541e-09
         319         0.8         0.8 5.40691e-09
         320         0.8         0.8 5.39846e-09
         321         0.8         0.8 5.39004e-09
         322         0.8         0.8 5.31721e-09
         323         0.8         0.8 5.27651e-09
         324         0.8         0.8 5.26836e-09
         325         0.8         0.8  5.1949e-09
         326         0.8         0.8 5.12085e-09
         327         0.8         0.8  5.0797e-09
         328         0.8         0.8 5.07195e-09
         329         0.8         0.8 4.99716e-09
         330         0.8         0.8 4.95575e-09
         331         0.8         0.8 4.94826e-09
         332         0.8         0.8 4.87265e-09
         333         0.8         0.8 4.79631e-09
         334         0.8         0.8  4.7543e-09
         335         0.8         0.8  4.7472e-09
         336         0.8         0.8 4.70514e-09
         337         0.8         0.8 4.66296e-09
         338         0.8         0.8 4.65606e-09
         339         0.8         0.8 4.57821e-09
         340         0.8         0.8 4.49947e-09
         341         0.8         0.8 4.49287e-09
         342         0.8         0.8 4.44997e-09
         343         0.8         0.8 4.37003e-09
         344         0.8         0.8 4.36367e-09
         345         0.8         0.8 4.32026e-09
         346         0.8         0.8 4.23898e-09
         347         0.8         0.8 4.23286e-09
         348         0.8         0.8 4.15061e-09
         349         0.8         0.8 4.14466e-09
         350         0.8         0.8 4.10024e-09
         351         0.8         0.8  4.0164e-09
         352         0.8         0.8 4.01069e-09
         353         0.8         0.8 3.96554e-09
         354         0.8         0.8 3.87993e-09
         355         0.8         0.8 3.87446e-09
         356         0.8         0.8 3.78756e-09
         357         0.8         0.8 3.78225e-09
         358         0.8         0.8 3.73568e-09
         359         0.8         0.8 3.64663e-09
         360         0.8         0.8 3.64157e-09
         361         0.8         0.8 3.63652e-09
         362         0.8         0.8 3.63149e-09
         363         0.8         0.8 3.54115e-09
         364         0.8         0.8 3.44895e-09
         365         0.8         0.8 3.44422e-09
         366         0.8         0.8 3.39513e-09
         367         0.8         0.8  3.3905e-09
         368         0.8         0.8 3.29558e-09
         369         0.8         0.8 3.29112e-09
         370         0.8         0.8  3.2407e-09
         371         0.8         0.8  3.1425e-09
         372         0.8         0.8 3.13827e-09
         373         0.8         0.8 3.03761e-09
         374         0.8         0.8 3.03354e-09
         375         0.8         0.8 2.98023e-09
         376         0.8         0.8 2.97627e-09
         377         0.8         0.8 2.87153e-09
         378         0.8         0.8 2.86773e-09
         379         0.8         0.8 2.81234e-09
         380         0.8         0.8 2.70261e-09
         381         0.8         0.8 2.69906e-09
         382         0.8         0.8 2.58546e-09
         383         0.8         0.8 2.58208e-09
         384         0.8         0.8 2.52203e-09
         385         0.8         0.8 2.51876e-09
         386         0.8         0.8 2.39843e-09
         387         0.8         0.8 2.39533e-09
         388         0.8         0.8 2.33166e-09
         389         0.8         0.8 2.32867e-09
         390         0.8         0.8 2.26365e-09
         391         0.8         0.8 2.26075e-09
         392         0.8         0.8 2.12874e-09
         393         0.8         0.8 2.12603e-09
         394         0.8         0.8  2.0559e-09
         395         0.8         0.8  2.0533e-09
         396         0.8         0.8  1.9091e-09
         397         0.8         0.8  1.9067e-09
         398         0.8         0.8 1.82959e-09
         399         0.8         0.8  1.8273e-09
         400         0.8         0.8   1.666e-09
         401         0.8         0.8 1.57853e-09
         402         0.8         0.8  1.3904e-09
         403         0.8         0.8 1.38868e-09
         404         0.8         0.8 1.28407e-09
         405         0.8         0.8 1.28249e-09
         406         0.8         0.8 1.04586e-09
         407         0.8         0.8 1.04457e-09
         408         0.8         0.8 9.03516e-10
         409         0.8         0.8  9.0241e-10
         410         0.8         0.8 1.04074e-09
         411         0.8         0.8  7.3502e-10
         412         0.8         0.8 7.34128e-10
         413         0.8         0.8           0
         414         0.8         0.8           0
         415         0.8         0.8 5.17227e-10
         416         0.8         0.8 5.16605e-10
         417         0.8         0.8 8.93712e-10
         418         0.8         0.8 8.92643e-10
         419         0.8         0.8 8.91577e-10
         420         0.8         0.8 1.02828e-09
         421         0.8         0.8 1.02706e-09
         422         0.8         0.8 1.25639e-09
         423         0.8         0.8  1.2549e-09
         424         0.8         0.8 1.44733e-09
         425         0.8         0.8 1.44562e-09
         426         0.8         0.8 1.53152e-09
         427         0.8         0.8 1.52972e-09
         428         0.8         0.8 1.52793e-09
         429         0.8         0.8 1.68722e-09
         430         0.8         0.8 1.68526e-09
         431         0.8         0.8 1.75815e-09
         432         0.8         0.8 1.75612e-09
         433         0.8         0.8 1.75409e-09
         434         0.8         0.8 1.89245e-09
         435         0.8         0.8 1.89027e-09
         436         0.8         0.8 2.01847e-09
         437         0.8         0.8 2.01616e-09
         438         0.8         0.8 2.01385e-09
         439         0.8         0.8 2.07347e-09
         440         0.8         0.8 2.07111e-09
         441         0.8         0.8 2.18707e-09
         442         0.8         0.8 2.18459e-09
         443         0.8         0.8 2.18213e-09
         444         0.8         0.8 2.23629e-09
         445         0.8         0.8 2.23378e-09
         446         0.8         0.8 2.28637e-09
         447         0.8         0.8 2.28382e-09
         448         0.8         0.8 2.28127e-09
         449         0.8         0.8 2.38477e-09
         450         0.8         0.8 2.38212e-09
         451         0.8         0.8 2.43065e-09
         452         0.8         0.8 2.42796e-09
         453         0.8         0.8 2.42528e-09
         454         0.8         0.8 2.52153e-09
         455         0.8         0.8 2.51876e-09
         456         0.8         0.8 2.51599e-09
         457         0.8         0.8 2.56111e-09
         458         0.8         0.8 2.55832e-09
         459         0.8         0.8 2.64849e-09
         460         0.8         0.8 2.64561e-09
         461         0.8         0.8 2.64274e-09
         462         0.8         0.8 2.72939e-09
         463         0.8         0.8 2.72644e-09
         464         0.8         0.8  2.7235e-09
         465         0.8         0.8  2.7641e-09
         466         0.8         0.8 2.76113e-09
         467         0.8         0.8 2.75817e-09
         468         0.8         0.8 2.84002e-09
         469         0.8         0.8 2.83699e-09
         470         0.8         0.8 2.87535e-09
         471         0.8         0.8 2.87229e-09
         472         0.8         0.8 2.86925e-09
         473         0.8         0.8 2.94697e-09
         474         0.8         0.8 2.94386e-09
         475         0.8         0.8 2.94076e-09
         476         0.8         0.8 3.01602e-09
         477         0.8         0.8 3.01285e-09
         478         0.8         0.8  3.0097e-09
         479         0.8         0.8 3.04486e-09
         480         0.8         0.8 3.04169e-09
         481         0.8         0.8 3.03852e-09
         482         0.8         0.8 3.11033e-09
         483         0.8         0.8 3.10711e-09
         484         0.8         0.8  3.1039e-09
         485         0.8         0.8 3.13739e-09
         486         0.8         0.8 3.13416e-09
         487         0.8         0.8 3.13094e-09
         488         0.8         0.8 3.16389e-09
         489         0.8         0.8 3.16065e-09
         490         0.8         0.8 3.15743e-09
         491         0.8         0.8  3.2251e-09
         492         0.8         0.8 3.22182e-09
         493         0.8         0.8 3.21855e-09
         494         0.8         0.8 3.21529e-09
         495         0.8         0.8 3.24677e-09
         496         0.8         0.8 3.24349e-09
         497         0.8         0.8 3.24023e-09
         498         0.8         0.8 3.30513e-09
         499         0.8         0.8 3.30182e-09
         500         0.8         0.8 3.29851e-09
