#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         336    -178.338    -178.466   0.0102652
         337    -178.291    -178.465   0.0102478
         338    -178.741    -178.466   0.0102498
         339    -178.313    -178.466   0.0102295
         340    -178.639    -178.466   0.0102121
         341    -178.284    -178.466   0.0101961
         342    -178.265    -178.465   0.0101832
         343    -178.796    -178.466   0.0101991
         344     -178.21    -178.465   0.0101966
         345    -178.835    -178.466   0.0102233
         346    -178.384    -178.466   0.0101965
         347    -178.644    -178.467   0.0101801
         348    -178.376    -178.467   0.0101542
         349    -178.251    -178.466   0.0101438
         350    -178.581    -178.466   0.0101201
         351    -178.408    -178.466   0.0100927
         352    -178.651    -178.467   0.0100776
         353    -178.563    -178.467   0.0100528
         354    -178.517    -178.467   0.0100254
         355    -178.361    -178.467   0.0100016
         356    -178.419    -178.467  0.00997439
         357    -178.656    -178.467  0.00996049
         358    -178.425    -178.467  0.00993336
         359    -178.552    -178.467  0.00990853
         360    -178.586    -178.468  0.00988648
         361    -178.266    -178.467   0.0098748
         362    -178.468    -178.467  0.00984753
         363    -178.459    -178.467  0.00982042
         364    -178.572    -178.467  0.00979766
         365    -178.526    -178.467  0.00977216
         366    -178.646    -178.468  0.00975763
         367    -178.353    -178.468  0.00973603
         368    -178.363    -178.467  0.00971374
         369    -178.454    -178.467  0.00968748
         370    -178.771    -178.468  0.00969593
         371    -178.339    -178.468  0.00967601
         372    -178.709    -178.468  0.00967166
         373    -178.122    -178.467  0.00969028
         374    -178.806    -178.468  0.00970658
         375    -178.407    -178.468  0.00968208
         376    -178.369    -178.468  0.00965993
         377    -178.456    -178.468  0.00963436
         378    -178.661    -178.468  0.00962245
         379    -178.641    -178.469  0.00960786
         380    -178.177    -178.468  0.00961329
         381      -178.6    -178.468  0.00959426
         382    -178.497    -178.469  0.00956942
         383    -178.687    -178.469  0.00956145
         384    -178.276    -178.469  0.00954975
         385    -178.645    -178.469  0.00953588
         386    -178.487    -178.469   0.0095113
         387     -178.31    -178.469  0.00949562
         388    -178.809     -178.47  0.00951152
         389    -178.091    -178.469  0.00953675
         390    -178.709    -178.469  0.00953219
         391    -178.361    -178.469  0.00951186
         392    -178.817     -178.47  0.00952888
         393    -178.121    -178.469  0.00954598
         394    -178.569    -178.469  0.00952512
         395    -178.688     -178.47  0.00951704
         396    -178.593     -178.47   0.0094981
         397    -178.414     -178.47  0.00947522
         398    -178.405     -178.47  0.00945283
         399    -178.493     -178.47  0.00942933
         400    -178.332    -178.469  0.00941208
         401    -178.389    -178.469  0.00939072
         402    -178.682     -178.47  0.00938224
         403     -178.54     -178.47  0.00936056
         404     -178.31     -178.47  0.00934579
         405    -178.552     -178.47  0.00932495
         406     -178.58     -178.47  0.00930592
         407    -178.469     -178.47  0.00928305
         408    -178.177    -178.469  0.00928813
         409    -178.348    -178.469  0.00927018
         410    -178.487    -178.469  0.00924767
         411    -178.347    -178.469  0.00922995
         412    -178.558    -178.469   0.0092101
         413    -178.539    -178.469  0.00918934
         414    -178.015    -178.468   0.0092324
         415    -178.587    -178.468  0.00921463
         416    -178.373    -178.468   0.0091953
         417    -178.314    -178.468  0.00918065
         418    -178.525    -178.468  0.00915972
         419    -178.282    -178.467  0.00914864
         420    -178.763    -178.468  0.00915396
         421    -178.299    -178.468  0.00914103
         422    -178.363    -178.467  0.00912272
         423    -178.511    -178.468  0.00910173
         424    -178.192    -178.467  0.00910353
         425     -178.68    -178.467  0.00909588
         426    -178.388    -178.467  0.00907643
         427    -178.517    -178.467  0.00905591
         428     -178.68    -178.468   0.0090484
         429    -178.547    -178.468  0.00902917
         430    -178.474    -178.468  0.00900819
         431    -178.348    -178.468   0.0089916
         432    -178.501    -178.468  0.00897111
         433    -178.691    -178.468  0.00896514
         434    -178.219    -178.468  0.00896281
         435     -178.53    -178.468  0.00894336
         436    -178.545    -178.468  0.00892458
         437    -178.339    -178.468  0.00890908
         438    -178.535    -178.468  0.00889006
         439    -178.381    -178.468  0.00887203
         440    -178.428    -178.468  0.00885232
         441    -178.234    -178.467  0.00884806
         442    -178.443    -178.467  0.00882821
         443    -178.616    -178.467  0.00881466
         444    -178.292    -178.467  0.00880364
         445    -178.624    -178.467  0.00879095
         446     -178.32    -178.467  0.00877748
         447    -178.528    -178.467  0.00875889
         448    -178.219    -178.467  0.00875689
         449     -178.75    -178.467  0.00876013
         450      -178.4    -178.467  0.00874192
         451    -178.524    -178.467  0.00872346
         452    -178.233    -178.467  0.00871952
         453    -178.882    -178.468  0.00874826
         454     -178.27    -178.467  0.00873978
         455    -178.317    -178.467  0.00872681
         456     -178.43    -178.467  0.00870805
         457    -178.584    -178.467  0.00869276
         458    -178.416    -178.467   0.0086745
         459     -178.59    -178.467  0.00865977
         460    -178.325    -178.467  0.00864647
         461     -178.48    -178.467  0.00862776
         462    -178.497    -178.467  0.00860933
         463    -179.068    -178.468  0.00868812
         464    -178.218    -178.468  0.00868618
         465    -178.617    -178.468  0.00867344
         466    -178.298    -178.468  0.00866251
         467    -178.765    -178.468  0.00866734
         468    -178.385    -178.468  0.00865068
         469    -178.705    -178.469  0.00864693
         470    -178.316    -178.468  0.00863461
         471    -178.516    -178.468  0.00861686
         472    -178.359    -178.468  0.00860173
         473    -178.515    -178.468  0.00858411
         474    -178.369    -178.468  0.00856855
         475    -178.454    -178.468  0.00855057
         476    -178.835    -178.469  0.00856731
         477    -177.996    -178.468  0.00860647
         478    -178.405    -178.468  0.00858947
         479    -178.821    -178.468   0.0086032
         480    -178.456    -178.468  0.00858532
         481    -178.415    -178.468  0.00856818
         482    -178.768    -178.469  0.00857291
         483    -178.027    -178.468  0.00860378
         484    -178.215    -178.468  0.00860189
         485    -178.865    -178.468  0.00862319
         486    -178.698    -178.469   0.0086184
         487    -178.336    -178.469  0.00860502
         488    -178.541    -178.469  0.00858867
         489    -178.449    -178.469   0.0085712
         490    -178.522    -178.469   0.0085544
         491    -178.485    -178.469  0.00853704
         492    -178.224    -178.468  0.00853415
         493    -178.187    -178.468  0.00853595
         494    -178.449    -178.468  0.00851875
         495    -178.435    -178.468   0.0085018
         496    -178.294    -178.467  0.00849183
         497    -178.486    -178.467  0.00847483
         498    -178.675    -178.468  0.00846802
         499    -178.545    -178.468  0.00845247
         500    -178.417    -178.468  0.00843618
